Geneid	persister_1	persister_2	persister_3	control_1	control_2	control_3
SAOUHSC_01663	29995	20733	20055	13429	11862	1511
SAOUHSC_01664	2427	1733	1677	2763	2781	469
SAOUHSC_01665	1240	780	884	1551	1439	104
SAOUHSC_01666	30341	26268	18883	74379	69617	12899
SAOUHSC_01667	5084	3647	3958	3051	2986	468
SAOUHSC_01668	5275	3633	3934	3054	2995	282
SAOUHSC_01669	35	16	14	8	8	0
SAOUHSC_01670	3191	2019	2169	1845	1664	173
SAOUHSC_01671	1154	643	892	856	802	51
SAOUHSC_01672	2788	1952	1828	2041	2304	219
SAOUHSC_01673	4391	3164	3078	4641	5941	636
SAOUHSC_01675	32815	24891	19564	28791	34927	11908
SAOUHSC_01676	32156	23618	18736	29624	28098	8630
SAOUHSC_01677	16803	12589	10935	17592	15657	3180
SAOUHSC_01678	32709	26376	19452	39594	18592	3085
SAOUHSC_01679	10788	12205	7781	11353	13853	2112
SAOUHSC_01680	3172	3638	2406	2582	3110	319
SAOUHSC_01681	37786	42404	29511	10518	5565	1127
SAOUHSC_01682	30330	40877	26574	9183	5164	1395
SAOUHSC_01683	608196	674680	450565	111098	25754	5851
SAOUHSC_01684	164761	192187	128889	30176	5868	195
SAOUHSC_01685	121513	126395	105194	26490	4262	211
SAOUHSC_01686	1664	1467	1335	908	1128	210
SAOUHSC_01687	462	454	358	381	550	481
SAOUHSC_01688	13495	9787	10945	12095	12156	2469
SAOUHSC_01689	8641	7821	6255	10613	11597	442
SAOUHSC_01690	4681	3075	4315	1395	1426	90
SAOUHSC_01691	1076	784	846	1220	1428	145
SAOUHSC_01692	1711	1532	988	3518	3977	416
SAOUHSC_01693	683	591	482	762	959	112
SAOUHSC_01694	4887	3805	3456	6139	5978	585
SAOUHSC_01695	3296	2874	2409	3888	5397	894
SAOUHSC_01696	2806	2767	2174	4866	6256	1565
SAOUHSC_01697	2620	2136	2022	2641	3661	632
SAOUHSC_01698	614	514	470	703	685	48
SAOUHSC_01699	1855	1436	1354	2040	2236	280
SAOUHSC_01700	3858	3114	2695	3887	4026	526
SAOUHSC_01701	1795	1546	1443	1922	2291	213
SAOUHSC_01702	1630	1373	1136	2021	2098	139
SAOUHSC_01703	1	2	2	3	17	1
SAOUHSC_01704	25	14	25	59	94	6
SAOUHSC_01705	373	259	229	181	309	29
SAOUHSC_01706	1994	1406	1269	1594	2323	115
SAOUHSC_01707	1482	1216	898	1432	1998	126
SAOUHSC_01708	840	735	592	847	1427	204
SAOUHSC_01709	1386	1485	914	1738	3595	503
SAOUHSC_01710	250	251	175	440	915	53
SAOUHSC_01711	571	573	343	1327	2151	271
SAOUHSC_01712	331	416	182	1196	1811	316
SAOUHSC_01714	9390	7315	6743	9330	9392	891
SAOUHSC_01715	7073	6287	5247	6531	8155	1358
SAOUHSC_01716	8568	7465	6259	7042	6572	1715
SAOUHSC_01717	3923	3662	2793	2917	3268	428
SAOUHSC_01718	1086	793	871	954	982	34
SAOUHSC_01719	6202	4605	4782	9635	12757	4058
SAOUHSC_01720	5767	5284	4810	10845	20442	3919
SAOUHSC_01721	4140	3167	3025	9022	13659	1485
SAOUHSC_01722	7300	5553	6626	12968	16094	4568
SAOUHSC_01723	5183	3988	4038	2787	3224	469
SAOUHSC_01724	449	383	337	524	672	51
SAOUHSC_01725	8712	7279	5977	6852	7177	1727
SAOUHSC_01726	2339	1804	1637	1872	2328	354
SAOUHSC_01727	9358	8015	6900	9516	12911	1622
SAOUHSC_01728	1328	763	635	1168	1097	192
SAOUHSC_01729	12366	9722	10122	48596	86404	6284
SAOUHSC_01730	8412	6721	5213	24973	49604	3135
SAOUHSC_01732	2902	2055	1930	4678	8098	2305
SAOUHSC_01733	216	164	116	123	55	6
SAOUHSC_01734	6565	5687	4582	8664	8963	1267
SAOUHSC_01735	3700	3390	2190	5806	4757	433
SAOUHSC_01736	166	104	115	184	135	58
SAOUHSC_01737	3447	2973	2601	5883	8282	1998
SAOUHSC_01738	1034	895	819	1612	2129	300
SAOUHSC_01739	3676	2861	2535	7287	11154	870
SAOUHSC_01741	1839	1676	1241	4263	5156	883
SAOUHSC_01742	8817	7115	6093	20716	27754	4510
SAOUHSC_01743	5055	3033	3939	3260	3117	524
SAOUHSC_01744	8673	5297	6873	4454	4663	421
SAOUHSC_01746	12349	9566	9306	16187	17508	1922
SAOUHSC_01747	4152	3555	2695	5964	5229	473
SAOUHSC_01748	7683	7398	5910	6254	8846	1422
SAOUHSC_01749	6283	6240	5220	3898	6015	1045
SAOUHSC_01750	7171	7141	5802	5381	8083	2425
SAOUHSC_01751	4070	3782	3195	3565	4933	406
SAOUHSC_01752	2427	2465	1741	3016	2141	312
SAOUHSC_01753	11479	11460	8896	11201	16278	3349
SAOUHSC_01755	57255	54808	47571	28729	31800	12360
SAOUHSC_01756	32258	28912	28691	15294	19256	3113
SAOUHSC_01757	76668	75433	72536	40484	81500	11879
SAOUHSC_01758	4312	3335	3987	1699	1221	107
SAOUHSC_01759	13103	11281	11990	4821	5334	334
SAOUHSC_01760	30818	21037	28351	2832	3115	218
SAOUHSC_01761	48832	32657	48145	5334	6383	235
SAOUHSC_01762	2416	1690	1763	1635	1348	87
SAOUHSC_01763	1746	1042	1486	108	123	42
SAOUHSC_01764	156	114	136	60	41	6
SAOUHSC_01765	302	139	373	48	29	1
SAOUHSC_01766	13424	12577	9648	41913	50441	7391
SAOUHSC_01767	16610	17108	12435	53746	65626	11233
SAOUHSC_01768	2665	1932	2113	3575	4385	685
SAOUHSC_01769	5820	3776	4238	10440	7262	1269
SAOUHSC_01770	500	276	290	749	546	20
SAOUHSC_01771	11774	9260	8933	8946	9979	2030
SAOUHSC_01772	4311	3681	3193	3391	3445	600
SAOUHSC_01773	2195	1823	1648	1300	1173	97
SAOUHSC_01774	8086	6513	5997	5609	6200	962
SAOUHSC_01775	3936	2961	3185	4430	5273	1311
SAOUHSC_01776	27787	25712	20743	55561	66068	8526
SAOUHSC_01777	965	910	769	1441	1990	288
SAOUHSC_01778	37900	29935	26103	24203	22756	5701
SAOUHSC_01779	65411	43932	50850	27845	25081	4420
SAOUHSC_01780	31	29	78	49	204	30
SAOUHSC_01781	4077	3905	3613	3032	4244	335
SAOUHSC_01782	1880	2138	1974	1917	3255	926
SAOUHSC_01783	5	1	4	0	0	0
SAOUHSC_01784	35133	28304	28756	11087	13361	2024
SAOUHSC_01785	28539	22902	23377	8246	11806	867
SAOUHSC_01786	43762	37573	36431	14327	17081	3305
SAOUHSC_01787	6012	4788	5856	31188	57335	9364
SAOUHSC_01788	6090	5337	3971	28098	80310	15026
SAOUHSC_01789	7041	6654	5055	18402	32556	1040
SAOUHSC_01791	7372	6576	5889	10507	12678	2158
SAOUHSC_01792	6797	6049	4807	12715	13451	2338
SAOUHSC_01793	2369	2394	1774	5876	7135	883
SAOUHSC_01794	19478	27179	18509	20025	22118	888
SAOUHSC_01795	4690	3168	3807	4185	6286	1218
SAOUHSC_01796	3677	2802	3012	4397	4893	552
SAOUHSC_01797	8218	6075	5727	11673	11931	1452
SAOUHSC_01798	2223	1440	2321	1191	1084	70
SAOUHSC_01799	5777	3920	4323	3901	3773	340
SAOUHSC_01800	1238	897	861	2615	3302	412
SAOUHSC_A01723	7	8	7	4	3	0
SAOUHSC_01801	14185	9888	9723	6260	5104	1029
SAOUHSC_01802	5800	4461	4093	3256	2748	442
SAOUHSC_01803	7732	6071	4244	29089	36595	5109
SAOUHSC_01804	93	74	65	15	18	2
SAOUHSC_01805	62	51	50	24	16	8
SAOUHSC_01806	11275	8704	7004	38916	31322	11119
SAOUHSC_01807	3917	3463	2851	9391	13496	6980
SAOUHSC_01808	12351	7661	10109	6757	8343	1887
SAOUHSC_01809	7785	5343	6105	5171	6597	984
SAOUHSC_01810	6181	4010	4605	4417	6357	1874
SAOUHSC_01811	17135	13345	11426	17896	15716	2651
SAOUHSC_01812	4328	3278	2777	4163	4028	800
SAOUHSC_01813	4879	3912	2939	5943	5533	1047
SAOUHSC_01814	6706	5040	4701	9282	8777	1265
SAOUHSC_01815	6867	6417	5003	12890	11923	2383
SAOUHSC_01816	2475	1643	1755	4238	5022	1274
SAOUHSC_01817	65	64	30	107	40	4
SAOUHSC_01818	13271	13942	8452	11482	13399	3144
SAOUHSC_01819	19523	17097	8181	51281	46719	23011
SAOUHSC_01820	10526	8495	6983	8728	7141	1267
SAOUHSC_01821	2006	1434	1145	2831	2096	245
SAOUHSC_01822	6286	4430	3160	9653	6454	673
SAOUHSC_01823	1225	1182	1125	1109	2022	187
SAOUHSC_01824	2289	2268	1947	1821	2791	697
SAOUHSC_01825	1692	1475	1367	1384	2043	132
SAOUHSC_01826	1	0	0	0	0	0
SAOUHSC_01827	26477	18185	18692	26811	25607	2964
SAOUHSC_01828	620	450	389	1638	1825	516
SAOUHSC_01829	65642	67830	55822	40481	47458	10011
SAOUHSC_A01754	20	24	28	3	5	0
SAOUHSC_01830	1164	775	856	966	1483	211
SAOUHSC_01831	1090	973	585	1647	2050	351
SAOUHSC_01832	940	1024	468	18098	23476	3869
SAOUHSC_01833	2626	2185	1828	17254	22080	3125
SAOUHSC_01834	4	5	2	3	4	0
SAOUHSC_01835	3053	2378	2585	8381	11916	1111
SAOUHSC_01836	7610	5519	5764	4889	5712	780
SAOUHSC_01837	1418	1059	966	2609	3160	518
SAOUHSC_01838	3736	2869	1737	8016	9130	2180
SAOUHSC_01839	1082	687	648	1491	1777	241
SAOUHSC_01840	667	365	495	901	1190	65
SAOUHSC_01841	2	0	0	0	0	0
SAOUHSC_01843	2398	1630	1412	771	967	129
SAOUHSC_01844	6	6	2	2	3	2
SAOUHSC_01845	10749	8903	5404	16301	21106	5641
SAOUHSC_01846	3712	4425	2297	8425	16612	2829
SAOUHSC_01847	752	851	425	3339	4145	634
SAOUHSC_01849	1677	1874	919	4205	5686	1324
SAOUHSC_01850	20306	14032	13188	17429	27798	2314
SAOUHSC_01851	0	0	1	3	1	1
SAOUHSC_01852	5354	3605	3600	22548	39249	5380
SAOUHSC_01853	18	18	13	23	24	1
SAOUHSC_01854	37431	30647	25092	57893	75240	24977
SAOUHSC_01855	37138	28462	20958	55496	32313	6488
SAOUHSC_01856	10182	7684	7226	12947	18475	2222
SAOUHSC_01857	19787	14689	13352	28375	36817	8327
SAOUHSC_01858	1467	992	932	2304	2820	927
SAOUHSC_01859	1592	1099	1087	2180	1828	339
SAOUHSC_01860	2036	1373	1217	4921	4491	1301
SAOUHSC_01861	3202	2009	2006	3443	3862	1142
SAOUHSC_01863	2013	1310	1562	4337	4115	218
SAOUHSC_01864	1834	1379	1118	2384	3108	857
SAOUHSC_01865	14965	11919	12187	12515	17938	2878
SAOUHSC_01866	16830	13610	12149	19423	21897	7854
SAOUHSC_01867	4111	2877	3188	4796	6201	1110
SAOUHSC_01868	2750	2180	1766	9648	11416	5751
SAOUHSC_01869	7463	7904	5973	19212	32899	4003
SAOUHSC_01870	4367	3307	3463	4599	7018	993
SAOUHSC_01871	4239	3161	2912	6383	6061	1314
SAOUHSC_01872	1879	1732	1393	2212	2946	810
SAOUHSC_01873	5309	3697	3985	1524	1701	297
SAOUHSC_01874	449	333	330	821	1500	652
SAOUHSC_01875	3301	2936	2304	6862	7633	2355
SAOUHSC_01876	2254	2201	1509	2850	2258	595
SAOUHSC_01877	2612	1952	1562	3697	3791	999
SAOUHSC_01878	2204	1549	1359	2730	2853	225
SAOUHSC_01879	6790	5188	4838	7483	6614	444
SAOUHSC_01880	149	104	102	78	119	11
SAOUHSC_01881	125	101	93	73	74	5
SAOUHSC_01882	7377	5020	4703	5855	6019	895
SAOUHSC_01883	15	8	24	11	35	5
SAOUHSC_01884	3919	5376	2109	27468	39497	5510
SAOUHSC_01886	1202	1161	906	1085	810	277
SAOUHSC_01887	2494	2950	2330	2314	2757	444
SAOUHSC_01888	1390	1517	1168	1288	1328	302
SAOUHSC_01889	2515	3072	2204	2898	2875	1006
SAOUHSC_01890	447	359	300	710	734	150
SAOUHSC_01891	457	433	366	292	470	12
SAOUHSC_01893	1758	1585	1707	1080	1413	62
SAOUHSC_01894	944	833	874	616	606	169
SAOUHSC_01895	8618	7200	6488	9287	12015	1659
SAOUHSC_01896	1162	773	804	1774	2173	115
SAOUHSC_01897	634	465	701	574	402	17
SAOUHSC_01898	687	518	846	595	333	21
SAOUHSC_01899	371	274	306	1426	2102	93
SAOUHSC_01900	1260	703	1023	461	287	27
SAOUHSC_01901	7083	5244	2797	12218	12580	873
SAOUHSC_01902	43	21	35	288	243	26
SAOUHSC_01903	48	36	40	147	198	22
SAOUHSC_01904	116	72	74	102	141	14
SAOUHSC_01905	245	213	207	115	112	9
SAOUHSC_01906	52	27	43	14	4	0
SAOUHSC_01907	1236	1109	575	2140	2923	1100
SAOUHSC_01908	9540	7693	6676	10520	11655	575
SAOUHSC_01909	8941	6882	7154	9223	11336	2794
SAOUHSC_01910	38713	39931	24272	32301	38226	5677
SAOUHSC_01911	654	474	552	1181	2036	77
SAOUHSC_01912	669	371	372	185	163	97
SAOUHSC_01913	66	41	46	52	82	17
SAOUHSC_01914	1198	835	792	1860	2167	254
SAOUHSC_01915	887	577	503	799	787	174
SAOUHSC_01916	707	507	377	909	956	293
SAOUHSC_01917	502	317	367	89	103	4
SAOUHSC_01918	11067	14669	8927	11323	9190	1177
SAOUHSC_01919	17683	21602	14139	14222	8861	1826
SAOUHSC_01920	330	291	273	450	374	25
SAOUHSC_01921	209	155	135	216	126	6
SAOUHSC_01922	504	313	332	378	367	33
SAOUHSC_01923	92	53	64	230	219	20
SAOUHSC_01924	18	6	6	10	32	1
SAOUHSC_01925	25	24	28	29	29	33
SAOUHSC_01926	380	313	287	336	778	167
SAOUHSC_01927	147	121	129	176	203	14
SAOUHSC_01928	146	147	93	147	284	7
SAOUHSC_01929	33	20	13	39	10	3
SAOUHSC_01930	409	240	511	453	710	55
SAOUHSC_01931	690	409	587	1037	1292	217
SAOUHSC_01932	795	496	480	1275	1656	429
SAOUHSC_01933	517	350	288	1580	1708	600
SAOUHSC_01934	22	6	12	6	5	3
SAOUHSC_01935	1465	633	629	235	358	109
SAOUHSC_01936	760	408	323	159	255	70
SAOUHSC_01937	3	1	5	4	9	0
SAOUHSC_01938	1155	622	503	257	470	215
SAOUHSC_01939	1090	679	501	281	593	142
SAOUHSC_01941	1018	569	495	358	917	166
SAOUHSC_01942	1083	612	467	414	764	172
SAOUHSC_01943	22	25	20	20	20	2
SAOUHSC_01944	880	463	504	905	686	76
SAOUHSC_01945	672	561	524	1326	2310	214
SAOUHSC_01947	567	546	360	1395	1350	595
SAOUHSC_01948	1166	1315	782	2677	3168	454
SAOUHSC_01949	991	872	583	1325	1715	201
SAOUHSC_01950	61	47	48	44	47	4
SAOUHSC_01951	259	148	170	131	204	19
SAOUHSC_01952	522	347	363	338	516	24
SAOUHSC_01953	367	241	162	159	141	6
SAOUHSC_01954	476	328	292	153	166	26
SAOUHSC_01955	214	160	137	75	94	8
SAOUHSC_01956	373	268	319	224	195	9
SAOUHSC_01957	1751	1266	1347	2691	4614	461
SAOUHSC_T00050	151	120	80	227	166	156
SAOUHSC_T00019	736	584	434	498	115	608
SAOUHSC_T0009	311	227	199	192	41	147
SAOUHSC_T00022	423	370	322	291	81	159
SAOUHSC_T00026	1119	860	776	740	380	595
SAOUHSC_T00042	1023	841	789	942	758	477
SAOUHSC_T00012	158	119	86	175	92	155
SAOUHSC_T00038	307	266	195	498	244	545
SAOUHSC_01958	728	689	522	1499	2132	491
SAOUHSC_01959	12	7	15	4	8	0
SAOUHSC_01960	5771	5300	4401	5297	6600	1254
SAOUHSC_01961	2622	2602	1921	2971	3809	990
SAOUHSC_01962	2710	2581	2034	3298	4797	585
SAOUHSC_01963	0	0	1	2	1	2
SAOUHSC_01964	3139	2869	1668	13651	18927	689
SAOUHSC_01966	2372	1458	1515	4684	5881	750
SAOUHSC_01967	1126	803	546	3272	3580	378
SAOUHSC_01968	2618	2212	1924	4432	5369	195
SAOUHSC_01969	9973	8641	6109	34253	34038	15911
SAOUHSC_01971	133	101	90	509	450	42
SAOUHSC_01972	53882	39508	49968	10405	15305	1932
SAOUHSC_01973	8562	6009	6113	10914	12749	2096
SAOUHSC_01974	14115	10828	10723	23357	27608	3626
SAOUHSC_01975	3130	2652	2249	10781	12698	1089
SAOUHSC_01976	52	51	31	20	24	2
SAOUHSC_01977	8029	6254	4905	10648	11907	845
SAOUHSC_01978	3469	2389	2492	3317	3586	287
SAOUHSC_01979	1532	1165	1031	1112	1186	85
SAOUHSC_01980	491	370	327	653	769	57
SAOUHSC_01981	931	628	600	1320	1546	125
SAOUHSC_01982	2709	2411	1630	5246	5192	921
SAOUHSC_01983	3795	3239	2104	9760	10150	2943
SAOUHSC_01984	375	298	318	745	636	46
SAOUHSC_01985	74	34	32	29	20	7
SAOUHSC_01986	6199	4534	3778	10074	8444	1046
SAOUHSC_01987	16740	14683	10480	29386	28309	3783
SAOUHSC_01988	932	815	730	1137	1539	311
SAOUHSC_01989	1897	1687	1510	2883	3754	722
SAOUHSC_01990	1766	1149	1526	600	1415	351
SAOUHSC_01991	1913	1375	1710	520	1843	152
SAOUHSC_01992	2502	2491	2319	3661	3788	656
SAOUHSC_01993	547	357	358	698	590	26
SAOUHSC_T00031	3175	1940	1758	4540	3342	6933
SAOUHSC_T00023	4422	2807	3860	1844	1494	1321
SAOUHSC_T00015	594	484	371	289	153	127
SAOUHSC_T00016	1682	1179	1069	975	166	347
SAOUHSC_T00027	2515	2091	1521	1183	347	991
SAOUHSC_T00056	1348	1370	846	524	372	497
SAOUHSC_T00057	1981	1654	1640	1453	2638	948
SAOUHSC_T00054	1758	1773	1328	510	626	188
SAOUHSC_T00043	1031	725	751	559	304	300
SAOUHSC_A01909	5	2	1	2	3	3
SAOUHSC_T00013	376	284	276	157	104	157
SAOUHSC_T00039	3059	1998	1726	1020	431	1049
SAOUHSC_T00051	3827	3284	2601	1110	319	496
SAOUHSC_A01910	18	7	8	5	2	1
SAOUHSC_T00014	2165	1952	1775	613	413	548
SAOUHSC_T00052	1248	939	631	387	93	201
SAOUHSC_T00040	1629	1163	1231	600	323	447
SAOUHSC_T00041	5237	3620	3912	2007	1322	1230
SAOUHSC_T0002	651	559	414	236	149	167
SAOUHSC_T00045	754	502	507	445	608	336
SAOUHSC_T0007	4252	3548	2461	1988	891	1163
SAOUHSC_T00032	708	668	372	426	95	122
SAOUHSC_T00024	68	54	68	29	12	9
SAOUHSC_T00033	3104	2434	1326	1822	61	1201
SAOUHSC_T00036	964	1176	474	431	173	397
SAOUHSC_T00055	244	217	110	128	55	120
SAOUHSC_T00060	8	6	10	3	2	1
SAOUHSC_R00013	10	2	0	4	1	9
SAOUHSC_R0008	1853	2557	778	1290	920	2586
SAOUHSC_T0003	3846	1422	1823	659	576	507
SAOUHSC_A01912	6	2	2	0	0	1
SAOUHSC_T00028	108	154	81	61	37	18
SAOUHSC_R0003	423	239	94	494	322	1000
SAOUHSC_01997	30714	23272	23074	26306	36256	1880
SAOUHSC_01998	2874	2010	2507	4277	6756	426
SAOUHSC_01999	1285	918	975	2157	4043	182
SAOUHSC_02000	6473	4626	6590	3230	3639	1398
SAOUHSC_02001	11336	7954	11339	6590	9459	917
SAOUHSC_02002	158	114	108	114	110	9
SAOUHSC_02003	7356	7951	5379	4530	5789	801
SAOUHSC_02004	8986	6695	9221	3403	3800	817
SAOUHSC_02005	1939	1550	1892	1915	2542	253
SAOUHSC_02006	14810	11199	10645	7134	7016	1434
SAOUHSC_02007	11	4	9	2	2	0
SAOUHSC_02008	1621	852	1480	2026	2265	138
SAOUHSC_02009	1536	1151	1135	4231	5384	693
SAOUHSC_02010	354	244	232	1197	1954	186
SAOUHSC_02011	682	525	471	1549	2746	193
SAOUHSC_02012	19461	17082	18662	7897	11590	825
SAOUHSC_02013	6502	6219	4642	14888	14721	2628
SAOUHSC_02014	427	324	358	695	703	34
SAOUHSC_02015	0	0	0	0	0	0
SAOUHSC_02016	0	0	0	0	0	0
SAOUHSC_02017	0	0	0	0	0	0
SAOUHSC_02018	0	0	0	0	0	0
SAOUHSC_02019	0	0	0	0	0	0
SAOUHSC_02020	0	0	0	0	0	0
SAOUHSC_02021	0	0	0	0	0	0
SAOUHSC_02022	0	0	0	0	0	0
SAOUHSC_02023	0	0	0	0	0	0
SAOUHSC_02025	0	0	0	0	0	0
SAOUHSC_02026	0	0	0	0	0	0
SAOUHSC_02027	0	0	0	0	0	0
SAOUHSC_02028	0	0	0	0	0	0
SAOUHSC_02029	0	0	0	0	0	0
SAOUHSC_02030	0	0	0	0	0	0
SAOUHSC_02031	0	0	0	0	0	0
SAOUHSC_02033	0	0	0	0	0	0
SAOUHSC_02034	0	0	0	0	0	0
SAOUHSC_02035	0	0	0	0	0	0
SAOUHSC_02036	0	0	0	0	0	0
SAOUHSC_02037	0	0	0	0	0	0
SAOUHSC_02038	0	0	0	0	0	0
SAOUHSC_02040	0	0	0	0	0	0
SAOUHSC_02041	0	0	0	0	0	0
SAOUHSC_02042	0	0	0	0	0	0
SAOUHSC_02043	0	0	0	0	0	0
SAOUHSC_02044	0	0	0	0	0	0
SAOUHSC_02046	0	0	0	0	0	0
SAOUHSC_02047	0	0	0	0	0	0
SAOUHSC_02048	0	0	0	0	0	0
SAOUHSC_02049	0	0	0	0	0	0
SAOUHSC_02050	0	0	0	0	0	0
SAOUHSC_02051	0	0	0	0	0	0
SAOUHSC_02052	0	0	0	0	0	0
SAOUHSC_02053	0	0	0	0	0	0
SAOUHSC_02054	0	0	0	0	0	0
SAOUHSC_02055	0	0	0	0	0	0
SAOUHSC_02056	0	0	0	0	0	0
SAOUHSC_02057	0	0	0	0	0	0
SAOUHSC_02058	0	0	0	0	0	0
SAOUHSC_02059	0	0	0	0	0	0
SAOUHSC_02060	0	0	0	0	0	0
SAOUHSC_02061	0	0	0	0	0	0
SAOUHSC_02062	0	0	0	0	0	0
SAOUHSC_02063	0	0	0	0	0	0
SAOUHSC_02064	0	0	0	0	0	0
SAOUHSC_02065	0	0	0	0	0	0
SAOUHSC_02066	0	0	0	0	0	0
SAOUHSC_02067	0	0	0	0	0	0
SAOUHSC_02068	0	0	0	0	0	0
SAOUHSC_02069	0	0	0	0	0	0
SAOUHSC_02070	0	0	0	0	0	0
SAOUHSC_02071	0	0	0	0	0	0
SAOUHSC_02072	0	0	0	0	0	0
SAOUHSC_02073	0	0	0	0	0	0
SAOUHSC_02074	0	0	0	0	0	0
SAOUHSC_02075	0	0	0	0	0	0
SAOUHSC_02076	0	0	0	0	0	0
SAOUHSC_02077	0	0	0	0	0	0
SAOUHSC_02078	0	0	0	0	0	0
SAOUHSC_02079	0	0	0	0	0	0
SAOUHSC_02080	0	0	0	0	0	0
SAOUHSC_02081	0	0	0	0	0	0
SAOUHSC_02083	0	0	0	0	0	0
SAOUHSC_02084	0	0	0	0	0	0
SAOUHSC_02085	0	0	0	0	0	0
SAOUHSC_02086	0	0	0	0	0	0
SAOUHSC_02087	0	0	0	0	0	0
SAOUHSC_02088	0	0	0	0	0	0
SAOUHSC_02089	0	0	0	0	0	0
SAOUHSC_02090	4529	3344	4172	3007	3664	394
SAOUHSC_02091	4549	3294	3850	7237	12241	1884
SAOUHSC_02092	5971	4230	4920	10038	13425	1876
SAOUHSC_02093	330	216	332	495	872	42
SAOUHSC_02095	8392	8633	6405	38420	76694	15969
SAOUHSC_02096	7506	6665	5800	27237	27517	3617
SAOUHSC_02097	4960	4454	3509	22514	21972	2839
SAOUHSC_02098	15713	12432	14743	3725	4851	619
SAOUHSC_02099	18889	14076	18962	4828	5897	371
SAOUHSC_02100	4384	3455	3940	1634	2067	127
SAOUHSC_02101	1444	1205	1771	716	1785	23
SAOUHSC_02102	2941	1957	2124	3526	2902	531
SAOUHSC_A02013	98	76	68	177	190	161
SAOUHSC_02103	654	400	577	630	569	33
SAOUHSC_02104	40	22	40	61	88	10
SAOUHSC_02105	107	82	77	33	12	4
SAOUHSC_02106	8009	5617	8660	2978	2903	403
SAOUHSC_02107	10474	8277	10994	5212	4901	863
SAOUHSC_02108	39940	29818	32898	24734	18999	1109
SAOUHSC_02109	5	2	6	7	5	0
SAOUHSC_02110	6766	6213	4971	2412	1780	110
SAOUHSC_02111	2530	2398	1712	1715	1386	418
SAOUHSC_02112	3037	2461	3106	1934	2154	232
SAOUHSC_02113	4722	4278	3791	2850	3173	329
SAOUHSC_02114	13880	8707	11154	5336	4986	960
SAOUHSC_02115	0	2	0	1	2	0
SAOUHSC_02116	16736	12646	13257	20416	25974	6093
SAOUHSC_02117	6807	5180	4857	9428	8860	2252
SAOUHSC_02118	645	519	404	1086	1563	102
SAOUHSC_02119	5261	4430	4300	8264	10118	2867
SAOUHSC_02121	7034	4914	5367	8304	10755	1579
SAOUHSC_02122	7143	5097	5544	7559	9584	1557
SAOUHSC_02123	5564	4014	4095	5569	6722	1665
SAOUHSC_02124	1011	765	696	1404	1633	169
SAOUHSC_02125	2377	1503	1617	2430	1679	272
SAOUHSC_02126	3788	2329	2842	3449	3011	548
SAOUHSC_02127	2555	1027	2174	369	392	156
SAOUHSC_02129	861	265	1057	196	265	33
SAOUHSC_02130	1002	699	696	882	594	317
SAOUHSC_02131	2107	1570	1567	2349	2950	349
SAOUHSC_02132	1852	1265	1490	2462	4075	341
SAOUHSC_02133	1319	963	1085	2066	3820	668
SAOUHSC_02134	955	701	598	2097	2745	794
SAOUHSC_02135	1038	679	722	2059	2861	320
SAOUHSC_02136	6	3	5	3	3	0
SAOUHSC_02137	4142	3579	3137	4499	6421	1650
SAOUHSC_02138	604	531	421	2215	2236	691
SAOUHSC_02139	9290	7182	6190	13881	23247	1888
SAOUHSC_02140	23141	16989	15769	26476	25608	3060
SAOUHSC_02141	14	13	13	12	27	2
SAOUHSC_02142	2630	2093	1347	9121	15105	1424
SAOUHSC_02143	4423	5000	3633	5416	6225	542
SAOUHSC_02144	2916	2734	1859	491	529	79
SAOUHSC_02145	1357	865	1434	3183	3459	379
SAOUHSC_02146	507	379	357	1097	1872	205
SAOUHSC_02147	4319	3018	3357	3465	4662	321
SAOUHSC_02148	737	521	576	1294	1621	141
SAOUHSC_02149	417	283	241	1139	1829	151
SAOUHSC_02150	3155	2412	1657	6788	8344	976
SAOUHSC_02151	1448	637	1042	864	863	108
SAOUHSC_02152	6958	3232	4030	2307	2182	380
SAOUHSC_02153	886	362	841	461	329	37
SAOUHSC_02154	5423	2785	3106	1477	922	140
SAOUHSC_02155	2326	1199	1314	680	535	134
SAOUHSC_02156	59	40	51	102	54	17
SAOUHSC_02157	1172	740	590	132	101	76
SAOUHSC_02158	7188	5458	5595	11801	15124	1175
SAOUHSC_02160	1415	667	555	835	727	112
SAOUHSC_02161	7448	3714	3103	5931	5380	392
SAOUHSC_02163	1727	1157	733	3373	5864	166
SAOUHSC_02164	0	0	0	0	0	0
SAOUHSC_02165	0	0	0	0	0	0
SAOUHSC_02166	0	0	0	0	0	0
SAOUHSC_02167	0	0	0	0	0	0
SAOUHSC_02169	0	0	0	0	0	0
SAOUHSC_02170	0	0	0	0	0	0
SAOUHSC_02171	0	0	0	0	0	0
SAOUHSC_02173	0	0	0	0	0	0
SAOUHSC_02174	0	0	0	0	0	0
SAOUHSC_02175	0	0	0	0	0	0
SAOUHSC_02176	0	0	0	0	0	0
SAOUHSC_02177	0	0	0	0	0	0
SAOUHSC_02178	0	0	0	0	0	0
SAOUHSC_02179	0	0	0	0	0	0
SAOUHSC_02180	0	0	0	0	0	0
SAOUHSC_02181	0	0	0	0	0	0
SAOUHSC_02182	0	0	0	0	0	0
SAOUHSC_02183	0	0	0	0	0	0
SAOUHSC_02184	0	0	0	0	0	0
SAOUHSC_02185	0	0	0	0	0	0
